cas_num,com_id,com_nam,rep_typ,rep_yea,fin_amo,off,sta,dis,can_nam,lat_fil_not_fil,pai_yes_no,
"123","C00347831","DOOLEY FOR CONGRESS","Q3","2000","$5,500.00","H","MO","01","DOOLEY, CHARLIE A","N","N",
"500","C00347831","DOOLEY FOR CONGRESS","MY","2001",,"H","MO","01","DOOLEY, CHARLIE A","N","N",
"966","C00235721","DORNAN FOR CONGRESS","YE","2002","$825.00","H","CA","27","DORNAN, ROBERT KENNETH HON","L","Y",
"40","C00018945","DORSEY NATIONAL FUND","Q2","2000","$1,350.00","","","","","L","Y",
"740","C00018945","DORSEY NATIONAL FUND","Q3","2002","$2,500.00","","","","","N","Y",
"853","C00018945","DORSEY NATIONAL FUND","12G","2002","$1,250.00","","","","","N","Y",
"188","C00349464","DORSO FOR CONGRESS COMMITTEE","12G","2000","$1,650.00","H","ND","00","DORSO, JOHN","L","Y",
"2123","C00464826","DOUG HOFFMAN FOR CONGRESS","48H","2009","$6,930.00","H","NY","23","HOFFMAN, DOUGLAS L. MR.","N","Y",
"1894","C00448241","DOUG TUDOR FOR CONGRESS","Q3","2008","$650.00","H","FL","12","TUDOR, DOUGLAS DAVID","L","Y",
"1927","C00448241","DOUG TUDOR FOR CONGRESS","12G","2008","$1,400.00","H","FL","12","TUDOR, DOUGLAS DAVID","N","Y",
"2036","C00448241","DOUG TUDOR FOR CONGRESS","30G","2008","$1,080.00","H","FL","12","TUDOR, DOUGLAS DAVID","L","Y",
"2417","C00448241","DOUG TUDOR FOR CONGRESS","YE","2010",,"H","FL","12","TUDOR, DOUGLAS DAVID","N","N",
"2418","C00482588","DOUGHERTY SENATE CAMPAIGN COMMITTEE","YE","2010","$145.00","S","AZ","00","DOUGHERTY, JOHN E III","L","Y",
"2145","C00470179","DR DAN 4 CONGRESS 2012","12P","2010","$3,300.00","H","NC","11","EICHENBAUM, DAN DR","N","Y",
"2163","C00470179","DR DAN 4 CONGRESS 2012","Q2","2010","$1,237.00","H","NC","11","EICHENBAUM, DAN DR","N","Y",
"2396","C00465187","DR DONNA CAMPBELL FOR CONGRESS","48H","2010","$8,918.00","H","TX","25","CAMPBELL, DONNA DR.","N","Y",
"2580","C00458422","DR NOREN FOR US SENATE","Q3","2012","$230.00","S","NY","00","NOREN, SCOTT ANDREW","L","Y",
"1915","C00451864","DR SANDRA B LIVINGSTONE FOR CONGRESS","Q3","2008","$500.00","H","AZ","01","LIVINGSTONE, SANDRA B DR","N","N",
"1129","C00387712","DRAFT CLARK 2004 FOR PRESIDENT COMMITTEE","Q1","2004",,"P","US","00","CLARK, WESLEY K","N","N",
"1169","C00387712","DRAFT CLARK 2004 FOR PRESIDENT COMMITTEE","Q2","2004",,"P","US","00","CLARK, WESLEY K","N","N",
"1199","C00387712","DRAFT CLARK 2004 FOR PRESIDENT COMMITTEE","Q3","2004",,"P","US","00","CLARK, WESLEY K","N","N",
"588","C00088658","DREIER FOR CONGRESS COMMITTEE","12P","2002","$650.00","H","CA","26","DREIER, DAVID","L","Y",
"2912","C00370759","DRINKER BIDDLE POLITICAL ACTION COMMITTEE","12G","2014","$660.00","","","","","N","Y",
"239","C00347377","DRISCOLL FOR CONGRESS","30G","2000","$250.00","H","IL","09","DRISCOLL, DENNIS J","L","Y",
"718","C00376699","DROBAC FOR CONGRESS","Q3","2002","$950.00","H","PA","04","DROBAC, STEVAN MR. JR.","L","Y",
"89","C00275123","DRS TECHNOLOGIES INC. PAC","M9","2000","$425.00","","","","","L","Y",
"216","C00160630","DRUMMOND COMPANY, INC. POLITICAL ACTION COMMITTEE (DPAC)","12G","2000","$1,000.00","","","","","N","Y",
"1615","C00160630","DRUMMOND COMPANY, INC. POLITICAL ACTION COMMITTEE (DPAC)","12G","2006","$160.00","","","","","L","Y",
"2913","C00160630","DRUMMOND COMPANY, INC. POLITICAL ACTION COMMITTEE (DPAC)","12G","2014","$1,090.00","","","","","N","Y",
"672","C00371401","DUB MAINES FOR CONGRESS","Q2","2002","$2,700.00","H","TX","11","MAINES, JAMES DARRELL JR","N","Y",
"791","C00371401","DUB MAINES FOR CONGRESS","Q3","2002","$2,700.00","H","TX","11","MAINES, JAMES DARRELL JR","N","Y",
"1008","C00371401","DUB MAINES FOR CONGRESS","YE","2002","$1,350.00","H","TX","11","MAINES, JAMES DARRELL JR","N","Y",
"2887","C00212308","DUCHOSSOIS GROUP PAC","12G","2014","$660.00","","","","","N","Y",
"2930","C00212308","DUCHOSSOIS GROUP PAC","30G","2014","$275.00","","","","","N","Y",
"640","C00365080","DUCWORTH FOR CONGRESS","12P","2002","$1,775.00","H","SC","03","DUCWORTH, GEORGE MARION","L","Y",
"253","C00360040","DUNCAN/HILLEARY CONGRESSIONAL CELEBRATION COMMITTEE","30G","2000",,"H","TN","02","DUNCAN, JOHN J REP. JR.","N","N",
"187","C00353607","DUNN LAMPTON FOR CONGRESS","12G","2000","$1,300.00","H","MS","04","LAMPTON, DUNNICA OH","L","Y",
"248","C00353607","DUNN LAMPTON FOR CONGRESS","30G","2000","$4,500.00","H","MS","04","LAMPTON, DUNNICA OH","N","Y",
"150","C00356345","E*TRADE FINANCIAL CORPORATION PAC","Q3","2000","$1,725.00","","","","","L","Y",
"707","C00356345","E*TRADE FINANCIAL CORPORATION PAC","M9","2002","$750.00","","","","","L","Y",
"1936","C00330647","ECHOSTAR CORPORATION AND DISH NETWORK CORPORATION PAC (ECHOSTAR DISH NETWORK PAC)","12G","2008","$210.00","","","","","L","Y",
"347","C00041558","ECKERD CORPORATION POLITICAL ACTION COMMITTEE (ECKPAC)","12G","2000","$1,000.00","","","","","N","Y",
"604","C00364422","ECONOMIC LIBERTY PAC, INC.","Q1","2002","$350.00","","","","","L","Y",
"676","C00364422","ECONOMIC LIBERTY PAC, INC.","Q2","2002","$350.00","","","","","L","Y",
"735","C00364422","ECONOMIC LIBERTY PAC, INC.","Q3","2002","$2,500.00","","","","","N","Y",
"932","C00364422","ECONOMIC LIBERTY PAC, INC.","30G","2002","$1,350.00","","","","","N","Y",
"979","C00283085","ED BRYANT FOR CONGRESS","YE","2002","$700.00","H","TN","07","BRYANT, EDWARD G","L","Y",
"422","C00358143","ED JANOSIK FOR CONGRESS","YE","2000","$900.00","H","NJ","02","JANOSIK, ED","N","Y",
"1001","C00373332","ED TINSLEY FOR CONGRESS","YE","2002",,"H","NM","02","TINSLEY, EDWARD R. III","N","N",
"1054","C00373332","ED TINSLEY FOR CONGRESS","Q1","2003",,"H","NM","02","TINSLEY, EDWARD R. III","N","N",
"1065","C00373332","ED TINSLEY FOR CONGRESS","Q2","2003",,"H","NM","02","TINSLEY, EDWARD R. III","N","N",
"2257","C00254573","EDDIE BERNICE JOHNSON FOR CONGRESS","12G","2010","$210.00","H","TX","30","JOHNSON, EDDIE BERNICE","L","Y",
"1203","C00329318","EDO CORPORATION PAC","Q3","2004","$900.00","","","","","N","Y",
"815","C00111658","EDS PAC","12G","2002","$1,000.00","","","","","N","Y",
"2652","C00468009","EDWARDS WILDMAN PAC INC","12G","2012","$1,400.00","","","","","N","Y",
"2674","C00468009","EDWARDS WILDMAN PAC INC","30G","2012","$550.00","","","","","N","Y",
"2704","C00468009","EDWARDS WILDMAN PAC INC","YE","2012","$220.00","","","","","L","Y",
"2816","C00468009","EDWARDS WILDMAN PAC INC","Q2","2014","$332.00","","","","","L","Y",
"2202","C00442590","EFFECTIVE LEADERSHIP PAC","Q3","2010","$1,400.00","","","","","N","Y",
"2360","C00442590","EFFECTIVE LEADERSHIP PAC","30G","2010","$990.00","","","","","N","Y",
"1916","C00433813","EILEEN DONOGHUE FOR CONGRESS COMMITTEE","Q3","2008","$500.00","H","MA","05","DONOGHUE, EILEEN","N","Y",
"602","C00363606","EL PASO MUNICIPAL POLICE OFFICERS ASSOCIATION INC POLITICAL ACTION COMMITTEE","Q1","2002","$1,450.00","","","","","L","Y",
"2190","C00466763","ELAINE MARSHALL COMMITTEE","48H","2010","$4,815.00","S","NC","00","MARSHALL, ELAINE FOLK","N","Y",
"498","C00344358","ELEANOR JORDAN FOR CONGRESS","MY","2001","$900.00","H","KY","03","JORDAN, ELEANOR","N","Y",
"348","C00094573","ELECT - THE PAC OF THE ALABAMA FARMERS FEDERATION","12G","2000","$3,000.00","","","","","N","Y",
"2834","C00541359","ELECT APRIL FREEMAN","12P","2014","$1,090.00","H","FL","19","FREEMAN, APRIL JUNE","N","P",
"2581","C00504845","ELECT CLARK HALL","Q3","2012","$145.00","H","AR","01","HALL, CLARK MADISON","L","Y",
"741","C00339481","ELECT LIFE","Q3","2002",,"","","","","N","N",
"943","C00339481","ELECT LIFE","30G","2002",,"","","","","N","N",
"505","C00369124","ELECT WALTHALL","MY","2001","$4,500.00","H","VA","04","WALTHALL, JOANN","N","Y",
"1967","C00004952","ELECTRIC POWER ASSOCIATIONS OF MISSISSIPPI ACTION COMMITTEE FOR RURAL ELECTRIFICATION","12G","2008","$500.00","","","","","N","Y",
"1259","C00326009","ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE","12G","2004","$500.00","","","","","N","Y",
"2361","C00041939","ELECTRICAL WORKERS VOLUNTARY, POL, EDU & LEG FUND IBEW LOCAL UNION NO 1","30G","2010","$3,190.00","","","","","L","Y",
"1472","C00136689","ELECTROPAC","Q1","2006","$900.00","","","","","N","Y",
"1505","C00136689","ELECTROPAC","Q2","2006","$680.00","","","","","L","Y",
"459","C00082792","ELI LILLY AND COMPANY POLITICAL ACTION COMMITTEE","YE","2000","$3,500.00","","","","","N","Y",
"2319","C00380303","EMERGENT BIOSOLUTIONS INC EMPLOYEES PAC","12G","2010","$660.00","","","","","N","Y",
"1380","C00208249","EMPIRE DISTRICT ELECTRIC COMPANY POLITICAL ACTION COMMITTEE","YE","2004","$200.00","","","","","L","Y",
"1968","C00208249","EMPIRE DISTRICT ELECTRIC COMPANY POLITICAL ACTION COMMITTEE","12G","2008","$600.00","","","","","N","Y",
"2931","C00208249","EMPIRE DISTRICT ELECTRIC COMPANY POLITICAL ACTION COMMITTEE","30G","2014","$330.00","","","","","N","Y",
"2164","C00208819","EMPIRE STATE REGIONAL COUNCIL OF CARPENTERS POLITICAL ACTION FUND - FEDERAL","Q2","2010","$3,850.00","","","","","N","Y",
"2932","C00522821","EMPOWER CITIZENS NETWORK","30G","2014","$275.00","","","","","N","Y",
"2203","C00426122","EMPOWERING EACH COMMUNITY PAC","Q3","2010","$180.00","","","","","L","Y",
"1616","C00135855","ENERGEN CORPORATION POLITICAL ACTION COMMITTEE","12G","2006","$900.00","","","","","L","Y",
"973","C00376954","ENZ FOR CONGRESS","YE","2002","$161.00","H","MO","03","ENZ, CATHERINE S.","L","Y",
"1076","C00317503","ENZI FOR US SENATE","Q3","2003","$600.00","S","WY","00","ENZI, MICHAEL B","L","Y",
"2061","C00438077","ERIC EGLAND FOR CONGRESS","YE","2008",,"H","CA","04","EGLAND, ERIC IVER","N","N",
"2165","C00468694","ERIC WNUCK 2010","Q2","2010","$3,850.00","H","AZ","05","WNUCK, ERIC","N","Y",
"2221","C00468694","ERIC WNUCK 2010","Q3","2010","$412.00","H","AZ","05","WNUCK, ERIC","N","Y",
"2420","C00468694","ERIC WNUCK 2010","YE","2010",,"H","AZ","05","WNUCK, ERIC","N","N",
"217","C00227744","ERNST & YOUNG POLITICAL ACTION COMMITTEE","12G","2000","$2,000.00","","","","","N","Y",
"2653","C00196089","ESOP ASSOCIATION PAC","12G","2012","$550.00","","","","","N","Y",
"2850","C00547067","ESPERO FOR CONGRESS","Q3","2014","$1,090.00","H","HI","01","ESPERO, WILLIAM","N","Y",
"2222","C00463265","ETHAN HASTERT FOR CONGRESS COMMITTEE","Q3","2010","$224.00","H","IL","14","HASTERT, ETHAN ALLEN","N","Y",
"2421","C00487231","EUGENE GREEN FOR CONGRESS COMMITTEE","YE","2010","$990.00","H","LA","02","GREEN, EUGENE J JR","N","Y",
"148","C00257543","EVA CLAYTON COMMITTEE FOR CONGRESS","Q3","2000","$4,000.00","H","NC","01","CLAYTON, EVA MCPHERSON","N","Y",
"196","C00257543","EVA CLAYTON COMMITTEE FOR CONGRESS","12G","2000","$3,000.00","H","NC","01","CLAYTON, EVA MCPHERSON","N","Y",
"241","C00257543","EVA CLAYTON COMMITTEE FOR CONGRESS","30G","2000","$3,100.00","H","NC","01","CLAYTON, EVA MCPHERSON","L","Y",
"597","C00257543","EVA CLAYTON COMMITTEE FOR CONGRESS","Q1","2002","$2,012.50","H","NC","01","CLAYTON, EVA MCPHERSON","L","Y",
"996","C00257543","EVA CLAYTON COMMITTEE FOR CONGRESS","YE","2002","$1,800.00","H","NC","01","CLAYTON, EVA MCPHERSON","N","Y",
"2320","C00462879","EXPEDIA INC POLITICAL ACTION COMMITEE","12G","2010","$550.00","","","","","N","Y",
"1274","C00379768","EXPERIAN NORTH AMERICA, INC POLITICAL ACTION COMMITTEE (EXPERIAN PAC)","12G","2004","$600.00","","","","","N","Y",
"218","C00121368","EXXON MOBIL CORPORATION POLITICAL ACTION COMMITTEE (EXXONMOBIL PAC)","12G","2000","$9,000.00","","","","","N","Y",
"273","C00121368","EXXON MOBIL CORPORATION POLITICAL ACTION COMMITTEE (EXXONMOBIL PAC)","30G","2000","$800.00","","","","","L","Y",
"607","C00171504","EYEPAC POLITICAL ACTION COMMITTEE FOR AMERICAN SOCIETY OF CATARACT AND REFRACTIVE SURGERY","Q1","2002","$700.00","","","","","L","Y",
"845","C00171504","EYEPAC POLITICAL ACTION COMMITTEE FOR AMERICAN SOCIETY OF CATARACT AND REFRACTIVE SURGERY","12G","2002","$1,250.00","","","","","N","Y",
"1617","C00366070","FAA MANAGERS ASSOCIATION INC. PAC","12G","2006","$600.00","","","","","N","Y",
"2770","C00386904","FAEGREBD PAC","M12","2013","$140.00","","","","","L","Y",
"2111","C00277335","FAIRFAX COUNTY REPUBLICAN COMMITTEE (FEDERAL)","M12","2009","$550.00","","","","","N","Y",
"2769","C00277335","FAIRFAX COUNTY REPUBLICAN COMMITTEE (FEDERAL)","M11","2013","$170.00","","","","","L","Y",
"2771","C00277335","FAIRFAX COUNTY REPUBLICAN COMMITTEE (FEDERAL)","M12","2013","$550.00","","","","","N","Y",
"1852","C00362178","FAMILY-PAC FEDERAL","Q2","2008","$380.00","","","","","L","Y",
"2004","C00362178","FAMILY-PAC FEDERAL","30G","2008","$218.00","","","","","L","Y",
"2321","C00362178","FAMILY-PAC FEDERAL","12G","2010","$825.00","","","","","N","Y",
"2062","C00294918","FANNIE LOU HAMER FEDERAL POLITICAL ACTION COMMITTE","YE","2008","$500.00","","","","","N","Y",
"2037","C00441840","FAULK FOR CONGRESS","30G","2008","$300.00","H","TX","18","FAULK, JOHN M MR. SR.","N","Y",
"2914","C00504753","FEDERAL FOREST RESOURCE COALITION PAC (FFRC PAC)","12G","2014","$550.00","","","","","N","Y",
"256","C00262923","FEDERAL INDEPENDENT CAMPAIGN COMMITTEE","30G","2000","$775.00","","","","","L","Y",
"55","C00164848","FEDERAL MANAGERS' ASSOCIATION POLITICAL ACTION COMMITTEE","M7","2000","$300.00","","","","","L","Y",
"90","C00164848","FEDERAL MANAGERS' ASSOCIATION POLITICAL ACTION COMMITTEE","M9","2000","$325.00","","","","","L","Y",
"219","C00164848","FEDERAL MANAGERS' ASSOCIATION POLITICAL ACTION COMMITTEE","12G","2000","$1,000.00","","","","","N","Y",
"274","C00164848","FEDERAL MANAGERS' ASSOCIATION POLITICAL ACTION COMMITTEE","30G","2000","$675.00","","","","","L","Y",
"536","C00002261","FEDERATION OF AMERICAN HOSPITALS PAC","M11","2001","$625.00","","","","","L","Y",
"531","C00315176","FEINSTEIN FOR SENATE","48H","2000","$3,900.00","S","CA","00","FEINSTEIN, DIANNE","N","Y",
"2422","C00469247","FERRE 2010","YE","2010","$145.00","S","FL","00","FERRE, MAURICE","L","Y",
"1776","C00085910","FERT PAC (THE POLITICAL ACTION COMMITTEE OF THE FERTILIZER INSTITUTE)","YE","2007","$135.00","","","","","L","Y",
"867","C00232843","FINANCIAL SERVICE CENTERS OF AMERICA, INC. PAC","12G","2002","$1,000.00","","","","","N","Y",
"1803","C00431049","FINEGOLD COMMITTEE","Q1","2008","$4,500.00","H","MA","05","FINEGOLD, BARRY","N","N",
"1853","C00431049","FINEGOLD COMMITTEE","Q2","2008",,"H","MA","05","FINEGOLD, BARRY","N","N",
"2063","C00431049","FINEGOLD COMMITTEE","YE","2008",,"H","MA","05","FINEGOLD, BARRY","N","N",
"1275","C00334193","FIRST CITIZENS BANCSHARES INC POLITICAL ACTION COMMITTEE (FIRST CITIZENS BANCSHARES PAC)","12G","2004","$500.00","","","","","N","Y",
"1804","C00334193","FIRST CITIZENS BANCSHARES INC POLITICAL ACTION COMMITTEE (FIRST CITIZENS BANCSHARES PAC)","Q1","2008","$400.00","","","","","L","Y",
"2817","C00416305","FIRST COLONIES ANESTHESIA ASSOCIATES LLC POLITICAL ACTION COMMITTEE","Q2","2014","$800.00","","","","","L","Y",
"46","C00325647","FIRST COMMAND FINANCIAL PLANNING, INC. PAC","Q2","2000","$775.00","","","","","L","Y",
"817","C00300863","FIRST NATIONAL OF NEBRASKA PAC","12G","2002","$1,000.00","","","","","N","Y",
"2933","C00432930","FISCAL LEADERSHIP AND KNOWING ECONOMICS PAC","30G","2014","$885.00","","","","","L","Y",
"1501","C00423632","FISHER FOR CONGRESS 2006","Q2","2006","$5,100.00","H","NC","12","FISHER, ADA","L","N",
"1073","C00326124","FITZGERALD FOR SENATE INC","Q3","2003","$1,350.00","S","IL","00","FITZGERALD, PETER G","L","Y",
"1215","C00391615","FLEMING FOR CONGRESS 2004","Q3","2004","$900.00","H","NY","17","FLEMING, JOHN J","N","Y",
"1367","C00391615","FLEMING FOR CONGRESS 2004","YE","2004","$312.00","H","NY","17","FLEMING, JOHN J","N","N",
"2776","C00507780","FLEMMING FOR CONGRESS","YE","2013","$330.00","H","WA","10","FLEMMING, STANLEY L K","N","Y",
"2969","C00561688","FLINN FOR SENATE","YE","2014","$330.00","S","TN","00","FLINN, GEORGE SHEA","N","Y",
"2274","C00131607","FLORIDA CITRUS MUTUAL POLITICAL ACTION COMMITTEE","12G","2010","$660.00","","","","","N","Y",
"1502","C00127811","FLORIDA CONGRESSIONAL COMMITTEE","Q2","2006","$800.00","","","","","L","Y",
"1618","C00400242","FLORIDA FOR AMERICAS FUTURE PAC","12G","2006","$900.00","","","","","N","Y",
"1619","C00349639","FLORIDA PBA INC FRIENDS OF LAW ENFORCEMENT","12G","2006","$900.00","","","","","N","Y",
"577","C00012328","FLORIDA SUGAR CANE LEAGUE PAC","YE","2001","$4,500.00","","","","","N","Y",
"632","C00012328","FLORIDA SUGAR CANE LEAGUE PAC","Q1","2002","$5,625.00","","","","","N","Y",
"694","C00012328","FLORIDA SUGAR CANE LEAGUE PAC","Q2","2002","$5,625.00","","","","","N","Y",
"742","C00012328","FLORIDA SUGAR CANE LEAGUE PAC","Q3","2002","$1,500.00","","","","","N","Y",
"854","C00012328","FLORIDA SUGAR CANE LEAGUE PAC","12G","2002","$1,750.00","","","","","N","Y",
"945","C00012328","FLORIDA SUGAR CANE LEAGUE PAC","30G","2002","$1,575.00","","","","","N","Y",
"1620","C00012328","FLORIDA SUGAR CANE LEAGUE PAC","12G","2006","$500.00","","","","","L","Y",
"2275","C00431874","FOLLOW THE NORTH STAR FUND","12G","2010","$550.00","","","","","N","Y",
"1777","C00014555","FOOD MARKETING INSTITUTE POLITICAL ACTION COMMITTEE FOODPAC","YE","2007","$320.00","","","","","L","Y",
"1586","C00003756","FOOD PRODUCTS ASSOCIATION POLITICAL ACTION COMMITTEE (FPA-PAC)","12G","2006","$500.00","","","","","L","Y",
"855","C00242040","FOREST LANDOWNERS ASSOCIATION, INC., POLITICAL ACTION COMMITTEE","12G","2002","$1,000.00","","","","","N","Y",
"1621","C00242040","FOREST LANDOWNERS ASSOCIATION, INC., POLITICAL ACTION COMMITTEE","12G","2006","$500.00","","","","","N","Y",
"1661","C00242040","FOREST LANDOWNERS ASSOCIATION, INC., POLITICAL ACTION COMMITTEE","30G","2006","$120.00","","","","","L","Y",
"41","C00088765","FORT JAMES CORPORATION POLITICAL ACTION COMMITTEE FKAFORT JAMES GOOD GOVT PAC","Q2","2000","$650.00","","","","","L","Y",
"1745","C00428193","FRANK ENRIQUEZ FOR CONGRESS","Q1","2007","$250.00","H","TX","28","ENRIQUEZ, FRANK","N","Y",
"1952","C00434936","FRANK KRATOVIL FOR CONGRESS","48H","2008","$3,860.00","H","MD","01","KRATOVIL, FRANK M MR. JR","N","Y",
"2654","C00307777","FREEDOM CLUB FEDERAL PAC","12G","2012","$990.00","","","","","N","Y",
"1467","C00401299","FRESENIUS MEDICAL CARE NORTH AMERICA PAC","Q1","2006","$680.00","","","","","L","Y",
"2424","C00404350","FRESNO COUNTY DEMOCRATIC WOMEN'S CLUB/DEMOCRATS IN ACTION","YE","2010","$195.00","","","","","L","Y",
"1503","C00409433","FRIENDS FOR DIX","Q2","2006","$9,500.00","H","IA","01","DIX, WILLIAM","N","Y",
"773","C00368977","FRIENDS FOR FARLEY","Q3","2002","$900.00","H","AZ","02","FARLEY, ELIZABETH M","N","Y",
"85","C00208207","FRIENDS FOR HOUGHTON","12P","2000","$9,000.00","H","NY","29","HOUGHTON, AMORY JR","N","Y",
"397","C00303636","FRIENDS FOR JACK METCALF","YE","2000","$250.00","H","WA","02","METCALF, JACK","L","Y",
"1928","C00393041","FRIENDS OF AMATA","12G","2008","$120.00","H","AS","00","AUMUA, AMATA","L","Y",
"2038","C00393041","FRIENDS OF AMATA","30G","2008","$500.00","H","AS","00","AUMUA, AMATA","L","Y",
"2777","C00279315","FRIENDS OF BARBARA BOXER","YE","2013","$3,980.00","S","CA","00","BOXER, BARBARA","L","Y",
"1291","C00395392","FRIENDS OF BARBARA FERRIS","30G","2004","$600.00","H","OH","10","FERRIS, BARBARA ANNE","L","Y",
"2064","C00395392","FRIENDS OF BARBARA FERRIS","YE","2008",,"H","OH","10","FERRIS, BARBARA ANNE","N","N",
"242","C00333476","FRIENDS OF BARRY FORD","30G","2000","$375.00","H","NY","10","FORD, BARRY DWAYNE","L","Y",
"547","C00196527","FRIENDS OF BOB GRAHAM COMMITTEE","YE","2001",,"S","FL","00","GRAHAM, BOB","L","N",
"1058","C00196527","FRIENDS OF BOB GRAHAM COMMITTEE","Q2","2003","$1,850.00","S","FL","00","GRAHAM, BOB","L","Y",
"673","C00374314","FRIENDS OF BOB GROSS COMMIITTEE","Q2","2002","$2,700.00","H","UT","01","GROSS, ROBERT CRAIG","N","N",
"793","C00374314","FRIENDS OF BOB GROSS COMMIITTEE","Q3","2002","$2,700.00","H","UT","01","GROSS, ROBERT CRAIG","N","Y",
"1009","C00374314","FRIENDS OF BOB GROSS COMMIITTEE","YE","2002","$2,700.00","H","UT","01","GROSS, ROBERT CRAIG","N","N",
"426","C00291062","FRIENDS OF BOB MOPPERT","YE","2000","$783.00","H","NY","26","MOPPERT, BOB","N","Y",
"2166","C00458901","FRIENDS OF BROSE MCVEY","Q2","2010","$990.00","H","IN","05","MCVEY, BROSE ALLEN","N","Y",
"1047","C00143438","FRIENDS OF BYRON DORGAN","Q1","2003",,"S","ND","00","DORGAN, BYRON L","L","N",
"1393","C00347310","FRIENDS OF CHRIS DODD","48H","2004","$6,300.00","S","CT","00","DODD, CHRISTOPHER J","N","Y",
"2543","C00505628","FRIENDS OF CHRIS GARNER","Q2","2012",,"S","MD","00","GARNER, CHRISTOPHER JOHN","N","N",
"2797","C00548743","FRIENDS OF CLYDE HOLLOWAY FOR CONGRESS","Q1","2014",,"H","LA","05","HOLLOWAY, CLYDE C","N","N",
"2851","C00546515","FRIENDS OF CURTIS C. OSBORNE","Q3","2014","$275.00","H","NC","12","OSBORNE, CURTIS C","N","Y",
"2114","C00464511","FRIENDS OF DARLENA WILLIAMS BURNETT","12P","2010","$3,300.00","H","IL","07","WILLIAMS-BURNETT, DARLENA","N","Y",
"197","C00356675","FRIENDS OF DAVID BISHOP","12G","2000","$1,000.00","H","NY","02","BISHOP, DAVID A","N","Y",
"249","C00356675","FRIENDS OF DAVID BISHOP","30G","2000","$900.00","H","NY","02","BISHOP, DAVID A","N","Y",
"2705","C00500058","FRIENDS OF DAVID FOR CONGRESS","YE","2012",,"H","CA","26","THAYNE, DAVID CRUZ","N","N",
"2425","C00477646","FRIENDS OF DAVID MADEIRA","YE","2010",,"H","PA","10","MADEIRA, DAVID JAMES","N","N",
"3004","C00148999","FRIENDS OF DICK DURBIN","48H","2014","$4,605.00","S","IL","00","DURBIN, RICHARD J","N","Y",
"497","C00331157","FRIENDS OF DYLAN GLENN","MY","2001","$900.00","H","GA","08","GLENN, DYLAN C","N","Y",
"2152","C00458083","FRIENDS OF ELLIOT RICHARDSON","48H","2010","$6,030.00","H","IL","10","RICHARDSON, ELLIOT","N","Y",
